Title	Price	Month_Year	Kms	Fuel	Transmission
FIAT 500 1.3 Multijet 95 CV Lounge	€ 11.700	Dicembre 2016	95.000 km	Diesel - Euro 6	Manuale
Fiat 500 1.3 Multijet 16v 95 Cv Lounge	€ 10.450	Giugno 2014	94.800 km	Diesel - Euro 5	Manuale
Fiat 500 1.2 Lounge	€ 10.500	Marzo 2015	63.000 km	Benzina - Euro 6	Manuale
Fiat 500 1.2 Sport	€ 7.490	Giugno 2011	113.400 km	Benzina - Euro 5	Manuale
"FIAT 500 1.2 ""S"" - CONSEGNA A CASA"	€ 10.499	Dicembre 2015	50.550 km	Benzina - Euro 6	Manuale
"FIAT 500 1.2 ""S"" - CONSEGNA A CASA"	€ 10.499	Dicembre 2015	50.550 km	Benzina - Euro 6	Manuale
"FIAT 500 1.2 ""S"" - CONSEGNA A CASA"	€ 10.499	Dicembre 2015	50.550 km	Benzina - Euro 6	Manuale
"FIAT 500 1.2 ""S"" - CONSEGNA A CASA"	€ 10.499	Dicembre 2015	50.550 km	Benzina - Euro 6	Manuale
1.2 Lounge 69CV	€ 14.590	Novembre 2019	29.473 km	Benzina - Euro 6	Manuale
Fiat 500 1.2 69cv Lounge Aut. Dualogic Tetto Apribile Carplay Sensors Cerchi 16	€ 16.480	Dicembre 2020	12.855 km	Benzina - Euro 6	Automatico
Fiat 500 1.2 69cv Lounge Aut. Dualogic Tetto Apribile Carplay Sensors Cerchi 16	€ 16.480	Dicembre 2020	11.591 km	Benzina - Euro 6	Automatico
FIAT 500 (2015) 1.3 Multijet 95 CV Lounge	€ 13.400	Giugno 2018	64.955 km	Diesel - Euro 6	Manuale
FIAT 500C C 1.2 Lounge	€ 9.600	Settembre 2013	79.800 km	Benzina - Euro 6	Manuale
Fiat 500 C 1.2 Gpl Lounge Cabrio	€ 8.900	Marzo 2012	80.000 km	Benzina - Euro 0	Manuale
FIAT 500C III 2015 Benzina 1.2 Dolcevita 69cv my20	€ 17.500	Settembre 2020	4.713 km	Benzina - Euro 6	Manuale
Fiat 500 500 1.2 Lounge 69cv NEOPATENTATI	€ 6.500	Dicembre 2007	99.280 km	Benzina - Euro 0	Manuale
FIAT 500 1.2 Star - CONSEGNA A CASA	€ 14.599	Ottobre 2019	7.850 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Star - CONSEGNA A CASA	€ 14.599	Ottobre 2019	7.850 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Star - CONSEGNA A CASA	€ 14.599	Ottobre 2019	7.850 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Star - CONSEGNA A CASA	€ 14.599	Ottobre 2019	7.850 km	Benzina - Euro 6	Manuale
FIAT 500 1.0 Hybrid Lounge	€ 15.500	Settembre 2020	16.000 km	Ibrido - Euro 0	Manuale
FIAT 500 Hybrid 1.0 70cv Lounge EU6	€ 13.900	Luglio 2020	29.100 km	Benzina - Euro 6	Manuale
Fiat 500 1.2 Lounge / UCONNECT/CRUISE/TETTO/OK NEOPATENTATI	€ 13.990	Luglio 2019	9.200 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop	€ 12.990	Maggio 2019	29.965 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge	€ 14.490	Marzo 2019	14.327 km	Benzina - Euro 0	Manuale
FIAT 500C C 1.2 Lounge Dualogic autom.	€ 10.450	Luglio 2013	66.000 km	Benzina - Euro 5	Automatico
FIAT 500 1.0 Hybrid Rockstar	€ 16.500	Giugno 2021	12.400 km	Ibrido - Euro 6	Manuale
FIAT 500 C 1.3 MJT 95 CV Lounge	€ 8.900	Giugno 2012	117.000 km	Diesel - Euro 0	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 10.799	Luglio 2015	53.850 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 10.799	Luglio 2015	53.850 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 10.799	Luglio 2015	53.850 km	Benzina - Euro 6	Automatico
FIAT 500 1.3 Multijet Lounge	€ 13.400	Febbraio 2018	59.000 km	Diesel - Euro 6	Manuale
FIAT 500C C 0.9 TwinAir Lounge *CAMBIO AUTOMATICO FARI XENO*	€ 8.600	Maggio 2012	106.000 km	Benzina - Euro 5	Automatico
FIAT 500 1.2 Rockstar - CONSEGNA A CASA	€ 13.199	Ottobre 2019	43.300 km	Benzina - Euro 6	Manuale
Fiat 500 1.3 Multijet 16V 75 CV Sport	€ 5.599	Marzo 2009	215.000 km	Diesel - Euro 5	Manuale
FIAT 500 C 1.3 Multijet 95 CV Lounge	€ 13.790	Febbraio 2016	46.656 km	Diesel - Euro 0	Manuale
Fiat 500 1.2 S Ok Neopatentati Kilometri Certificati	€ 12.500	Febbraio 2018	64.000 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Mirror	€ 12.800	Gennaio 2019	97.000 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge	€ 12.885	Settembre 2018	42.500 km	Benzina - Euro 6	Manuale
FIAT 500C 1.0 Hybrid 70CV Lounge	€ 17.990	Novembre 2020	4.600 km	Ibrido - Euro 6	Manuale
FIAT 500C 1.0 Hybrid 70CV Lounge	€ 17.990	Novembre 2020	4.600 km	Ibrido - Euro 6	Manuale
FIAT 500 Hybrid 1.0 70cv Lounge EU6	€ 13.900	Maggio 2020	26.800 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 12.999	Aprile 2019	38.150 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 12.999	Aprile 2019	38.150 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 12.999	Aprile 2019	38.150 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop - CONSEGNA A CASA	€ 12.999	Aprile 2019	38.150 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge	€ 12.900	Marzo 2018	38.000 km	Benzina - Euro 6	Manuale
1.2 Lounge 69CV	€ 14.590	Novembre 2019	29.473 km	Benzina - Euro 6	Manuale
Fiat 500 C 1.2 Pop Automatic Gpl	€ 10.990	Dicembre 2011	99.990 km	GPL - Euro 5	Automatico
FIAT 500 1.3 MJT 95 CV Sport	€ 7.800	Giugno 2011	209.997 km	Diesel - Euro 5	Manuale
FIAT 500 1.2 by Gucci	€ 9.500	Ottobre 2011	116.000 km	Benzina - Euro 5	Automatico
FIAT 500 1.2 allestimento abarth neo patentati	€ 10.500	Febbraio 2009	56.000 km	Benzina - Euro 0	Manuale
FIAT 500 0.9 TwinAir Turbo Matt Black	€ 10.400	Ottobre 2011	70.000 km	Benzina - Euro 5	Manuale
FIAT 500 1.2 Riva 69 Cv - OK NEOPATENTATI - Cambio Manuale	€ 16.900	Aprile 2017	31.800 km	Benzina - Euro 6	Manuale
Fiat 500 1.4 16V Sport FERRARI 09/200	€ 12.900	Luglio 2008	49.900 km	Benzina - Euro 5	Manuale
FIAT 500 RIVALE ABARTH 695	€ 37.500	Marzo 2018	35.000 km	Benzina - Euro 0	Automatico
FIAT 500C 500 (2007-2016) Serie 3 1.2 69 CV Lounge	€ 10.900	Giugno 2015	65.000 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 Lounge	€ 12.390	Dicembre 2016	53.758 km	Benzina - Euro 6	Automatico
FIAT 500 1.3 Multijet 95 CV S - CONSEGNA A CASA	€ 12.349	Gennaio 2018	76.820 km	Diesel - Euro 6	Manuale
FIAT 500 1.3 Multijet 95 CV S - CONSEGNA A CASA	€ 12.349	Gennaio 2018	76.820 km	Diesel - Euro 6	Manuale
FIAT 500 1.3 Multijet 95 CV S - CONSEGNA A CASA	€ 12.349	Gennaio 2018	76.820 km	Diesel - Euro 6	Manuale
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 10.799	Luglio 2015	53.850 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 10.799	Luglio 2015	53.850 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 10.799	Luglio 2015	53.850 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 10.799	Luglio 2015	53.850 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 10.799	Luglio 2015	53.850 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 10.799	Luglio 2015	53.850 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 Lounge - CONSEGNA A CASA	€ 10.799	Luglio 2015	53.850 km	Benzina - Euro 6	Automatico
Fiat 500 500 1.2 Lounge 69cv my14	€ 12.950	Aprile 2015	48.645 km	Benzina - Euro 6	Automatico
FIAT 500 1.2 RIVA *UNIPROP*STUPENDA*	€ 15.400	Luglio 2017	71.208 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Sport	€ 7.900	Giugno 2008	123.700 km	Benzina - Euro 4	Manuale
FIAT 500C 1200 LOUNGE 69 CV AUTOM. PDC CERCHI ITALIA	€ 19.970	Giugno 2020	32.000 km	Benzina - Euro 6	Automatico
FIAT 500 0.9 TwinAir Turbo Matt Black	€ 9.450	Ottobre 2011	70.000 km	Benzina - Euro 5	Manuale
Fiat 500 1.2 Lounge + Gpl* Ok Neopatentati	€ 14.990	Giugno 2018	43.000 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Pop	€ 5.900	Giugno 2009	189.200 km	Benzina - Euro 5	Manuale
FIAT 500 1.2 69cv CERCHI IN LEGA, CLIMA	€ 8.500	Novembre 2011	154.610 km	Benzina - Euro 5	Manuale
Fiat 500 1.2 69 cv EDIZIONE LIMITATA RIVA	€ 14.490	Settembre 2017	67.670 km	Benzina - Euro 6	Manuale
Fiat 500C 1.4 16V LOUNGE 100CV	€ 9.900	Agosto 2009	90.636 km	Benzina - Euro 5	Manuale
FIAT 500 C 1.2 69CV Lounge	€ 15.832	Gennaio 2017	44.210 km	Benzina - Euro 6	Manuale
FIAT 500 C 1.2 69CV Lounge	€ 15.832	Gennaio 2017	44.210 km	Benzina - Euro 6	Manuale
FIAT 500 C 1.2 69CV Lounge	€ 15.832	Gennaio 2017	44.210 km	Benzina - Euro 6	Manuale
FIAT 500 C 1.2 69CV Lounge	€ 15.832	Gennaio 2017	44.210 km	Benzina - Euro 6	Manuale
FIAT 500 C 1.2 69CV Lounge	€ 15.832	Gennaio 2017	44.210 km	Benzina - Euro 6	Manuale
FIAT 500 1.3 Multijet 16V 95 CV Lounge	€ 7.500	Aprile 2011	206.425 km	Diesel - Euro 5	Manuale
1.2 Lounge Ottime Condizioni ! !	€ 14.990	Settembre 2018	34.000 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 Lounge	€ 10.800	Giugno 2011	102.121 km	Benzina - Euro 5	Automatico
FIAT 500 1.2 69cv	€ 8.000	Marzo 2010	160.480 km	Benzina - Euro 5	Manuale
FIAT 500C 1200 LOUNGE 69 CV GPL AUTOM. PDC CERCHI ITALIA	€ 20.970	Giugno 2020	32.000 km	GPL - Euro 6	Automatico
FIAT 500C 1.2 Cabrio Euro6b Ideale Neopatentati UniPropietar	€ 11.300	Luglio 2015	131.000 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 S 69CV , AZIENDALE	€ 18.380	Marzo 2019	35.800 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 S 69CV , AZIENDALE	€ 18.380	Marzo 2019	35.800 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 S 69CV , AZIENDALE	€ 18.380	Marzo 2019	35.800 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 S 69CV , AZIENDALE	€ 18.380	Marzo 2019	35.800 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 S 69CV , AZIENDALE	€ 18.380	Marzo 2019	35.800 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 S 69CV , AZIENDALE	€ 18.380	Marzo 2019	35.800 km	Benzina - Euro 6	Manuale
Fiat 500 595c 1.4 16v t. t-jet turismo 160cv mta e6	€ 19.900	Luglio 2017	58.000 km	Altro - Euro 0	Automatico
Fiat 500 595c 1.4 16v t. t-jet turismo 160cv mta e6	€ 19.900	Luglio 2017	58.000 km	Altro - Euro 0	Automatico
Fiat 500 595c 1.4 16v t. t-jet turismo 160cv mta e6	€ 19.900	Luglio 2017	58.000 km	Altro - Euro 0	Automatico
Fiat 500 1.2 Lounge Gpl Automatica Tetto Elettrico 92000km 11/2013 Manutenzioni Eseguite	€ 10.900	Novembre 2013	92.000 km	GPL - Euro 5	Automatico
FIAT 500 S SUPER TAGLIANDATA GOMMATA NEOPATENTATI	€ 10.990	Maggio 2017	136.000 km	Benzina - Euro 6	Manuale
FIAT 500 1.4 16V Lounge	€ 6.900	Gennaio 2009	168.000 km	Benzina - Euro 5	Manuale
FIAT 500 1.2 Rockstar 69CV	€ 16.480	Gennaio 2020	14.400 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Rockstar 69CV	€ 16.480	Gennaio 2020	14.400 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Rockstar 69CV	€ 16.480	Gennaio 2020	14.400 km	Benzina - Euro 6	Manuale
FIAT 500 C 1.3 MJT 95 CV by DIESEL	€ 9.490	Settembre 2010	126.900 km	Diesel - Euro 0	Manuale
FIAT 500C 1.2 69Cv Riva - KM CERTIFICATI - Navi, Volante ecc	€ 19.500	Maggio 2017	24.700 km	Benzina - Euro 6	Manuale
FIAT 500 Abarth 1.4 Turbo T-Jet Custom	€ 14.490	Giugno 2015	64.788 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge NEOPATENTATI	€ 8.700	Giugno 2011	129.000 km	Benzina - Euro 4	Manuale
FIAT 500 500 1.3 MJT 95 CV Lounge	€ 7.500	Novembre 2011	202.500 km	Diesel - Euro 0	Manuale
FIAT 500C 1.2 Lounge	€ 15.500	Settembre 2017	13.850 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 Lounge	€ 15.500	Settembre 2017	13.850 km	Benzina - Euro 6	Manuale
FIAT 500C 1.2 Lounge	€ 15.500	Settembre 2017	13.850 km	Benzina - Euro 6	Manuale
FIAT 500 1.2 Lounge	€ 15.900	Giugno 2019	18.000 km	Benzina - Euro 0	Manuale
FIAT 500 1.2 Lounge	€ 15.900	Giugno 2019	18.000 km	Benzina - Euro 0	Manuale
Fiat 500 1.2 69 Cv Automatica Ok Neopatentati Garanzia Full	€ 8.800	Marzo 2010	99.000 km	Benzina - Euro 5	Automatico
FIAT 500 1.2 Lounge dualogic	€ 11.990	Febbraio 2013	39.000 km	Benzina - Euro 5	Automatico
FIAT 500 (Solo Stock) 1.4 Turbo	€ 19.500	Giugno 2019	35.730 km	Benzina - Euro 5	Manuale
"FIAT 500 1.2 Lounge MOMO 16"""	€ 8.500	Agosto 2011	114.000 km	Benzina - Euro 5	Manuale
Fiat 500C CABRIO1.2 Lounge	€ 9.600	Luglio 2011	121.000 km	Benzina - Euro 5	Manuale
FIAT 500 (2015-->) serie 8 1.0 70 CV Hybrid Lounge	€ 14.900	Agosto 2020	36.779 km	Ibrido - Euro 6	Manuale
FIAT 500 500 1.3 Multijet 16V 95 CV Pop	€ 7.800	Marzo 2012	159.000 km	Diesel - Euro 5	Manuale
Fiat 500 1.3 mjt 16v lounge 95cv my14	€ 11.900	Novembre 2015	88.651 km	Diesel - Euro 0	Manuale
Fiat 500 1.3 mjt 16v lounge 95cv my14	€ 11.900	Novembre 2015	88.651 km	Diesel - Euro 0	Manuale
Fiat 500 1.3 mjt 16v lounge 95cv my14	€ 11.900	Novembre 2015	88.651 km	Diesel - Euro 0	Manuale
FIAT 500 1.2 Pop GPL NEOPATENTATI	€ 7.900	Settembre 2008	97.535 km	GPL - Euro 4	Manuale
Fiat 500 1.2 69cv GPL Lounge PREZZO REALE	€ 14.900	Novembre 2018	38.900 km	GPL - Euro 6	Manuale
Fiat 500 1.3 Multijet 16v 75 Cv Lounge	€ 6.800	Ottobre 2009	172.000 km	Diesel - Euro 5	Manuale
FIAT 500 allestimento Abarth	€ 5.800	Gennaio 2008	190.000 km	Benzina - Euro 0	Manuale
FIAT 500e Nuova 500C Icon Cabrio	€ 28.500	Novembre 2020	3.000 km	Benzina - Euro 0	Manuale
Fiat 500 Icon 95cv Berlina	€ 28.690	Gennaio 2021	1 km	Elettrico - Euro 6	Automatico
Fiat 500 Icon 95cv Berlina	€ 28.690	Gennaio 2021	1 km	Elettrico - Euro 6	Automatico
Fiat 500 Icon 95cv Berlina	€ 28.690	Gennaio 2021	1 km	Elettrico - Euro 6	Automatico
Fiat 500 Icon 95cv Berlina	€ 28.690	Gennaio 2021	1 km	Elettrico - Euro 6	Automatico
Fiat 500 Icon 95cv Berlina	€ 28.690	Gennaio 2021	1 km	Elettrico - Euro 6	Automatico
Fiat 500 Icon 95cv Berlina	€ 28.690	Gennaio 2021	1 km	Elettrico - Euro 6	Automatico
Fiat 500 Icon 95cv Berlina	€ 28.690	Gennaio 2021	1 km	Elettrico - Euro 6	Automatico
Fiat 500e La Prima Cabrio 43KW, DISP. IMMEDIATA, NO VINCOLI	€ 28.990	Marzo 2021	500 km	Elettrico - Euro 0	Automatico
Fiat 500 La Prima Cabrio 43KW,DISP. IMMEDIATA , NO VINCOLI	€ 28.990	Marzo 2021	500 km	Elettrico - Euro 0	Automatico
Fiat 500 Icon 95cv Berlina	€ 29.190	Gennaio 2021	1 km	Elettrico - Euro 6	Automatico
Fiat 500 Icon 95cv Berlina	€ 29.190	Gennaio 2021	1 km	Elettrico - Euro 6	Automatico
FIAT 500e La Prima Cabrio	€ 29.650	Dicembre 2020	6.150 km	Elettrico - Euro 0	Automatico
FIAT 500e La Prima Cabrio	€ 29.650	Dicembre 2020	6.150 km	Elettrico - Euro 0	Automatico
FIAT 500e La Prima Cabrio	€ 29.650	Dicembre 2020	6.150 km	Elettrico - Euro 0	Automatico
FIAT 500e La Prima 3+1	€ 31.900	Maggio 2021	4.350 km	Elettrico - Euro 0	Automatico
Fiat 500e Icon 3+1	€ 31.900	Ottobre 2021	1 km	Elettrico - Euro 0	Automatico
FIAT 500e La Prima 3+1	€ 32.250	Maggio 2021	4.350 km	Elettrico - Euro 0	Automatico
FIAT 500e La Prima 3+1	€ 32.250	Maggio 2021	4.350 km	Elettrico - Euro 0	Automatico
Fiat 500 1.2 S s&amp;s 69cv dualogic my19	€ 16.500	Luglio 2019	37.000 km	Benzina - Euro 6	Manuale
FIAT 500e 3+1 icon del 2021	€ 26.500	Settembre 2021	10 km	Elettrico - Euro 0	Automatico
"FIAT 500 ICON ELETTRICA ""KM ZERO"""	€ 26.600	Ottobre 2021	1 km	Elettrico - Euro 0	Automatico
"FIAT 500e ICON ELETTRICA ""KM ZERO"""	€ 26.600	Ottobre 2021	1 km	Elettrico - Euro 0	Automatico
FIAT 500 e Icon Berlina - CELESTIAL BLUE - COMFORT ACCESS	€ 26.800	Settembre 2021	50 km	Elettrico - Euro 0	Automatico
FIAT 500e Icon Berlina - CELESTIAL BLUE - COMFORT ACCESS	€ 26.800	Settembre 2021	50 km	Elettrico - Euro 0	Automatico
FIAT 500e La Prima	€ 26.870	Settembre 2021	7.950 km	Elettrico - Euro 0	Automatico
FIAT 500e La Prima	€ 26.870	Settembre 2021	7.950 km	Elettrico - Euro 0	Automatico
FIAT 500e La Prima	€ 26.870	Settembre 2021	7.950 km	Elettrico - Euro 0	Automatico
FIAT 500e 500e Icon	€ 26.900	Dicembre 2021	229 km	Elettrico - Euro 0	Automatico
FIAT 500e 500e Icon	€ 26.900	Dicembre 2021	297 km	Elettrico - Euro 0	Automatico
FIAT 500 (2020) Icon Cabrio	€ 26.900	Marzo 2021	10 km	Elettrico - Euro 6	Automatico
FIAT - 500 E - 500 Passion Berlina	€ 26.900	Novembre 2021	1 km	Elettrico - Euro 1	Automatico
FIAT 500e 3+1 icon del 2021	€ 26.950	Novembre 2021	30 km	Elettrico - Euro 0	Automatico
FIAT 500e 3+1 icon del 2021	€ 26.950	Settembre 2021	10 km	Elettrico - Euro 0	Automatico
Fiat 500 NUOVA 500 BERLINA ELETTRICO 43 KW ICON	€ 27.800	Ottobre 2021	1 km	Elettrico - Euro 0	Automatico
FIAT 500 E Icon 3+1	€ 27.900	Settembre 2021	1.000 km	Elettrico - Euro 0	Automatico
FIAT 500 La Prima Berlina	€ 27.900	Ottobre 2021	0 km	Elettrico - Euro 0	Automatico
"Fiat 500e 500e ""3 + 1"", ICON+, 43KW & 120CV, FULL LED, KM 0!"	€ 27.900	Ottobre 2021	60 km	Elettrico - Euro 6	Automatico
Fiat 500 ICON CABRIO **ELETTRICA*KM0** - 2021 - GARANZIA	€ 27.900	Settembre 2021	260 km	Elettrico - Euro 0	Automatico
FIAT 500 Icon 3+1	€ 27.990	Novembre 2021	7 km	Elettrico - Euro 0	Automatico
FIAT 500e 42 kwh passion del 2021	€ 22.900	Settembre 2021	10 km	Elettrico - Euro 0	Automatico
FIAT 500e 42 kwh passion del 2021	€ 22.900	Settembre 2021	10 km	Elettrico - Euro 0	Automatico
FIAT 500e passion del 2021	€ 22.900	Novembre 2021	6 km	Elettrico - Euro 0	Automatico
Fiat 500 RED ELETTRICA PRONTA CONSEGNA	€ 22.990	Novembre 2021	5 km	Elettrico - Euro 0	Automatico
FIAT 500 ELETTRICA	€ 23.900	Maggio 2021	50 km	Ibrido - Euro 0	Automatico
FIAT 500e Icon+	€ 24.900	Dicembre 2021	4.900 km	Elettrico - Euro 0	Automatico
FIAT 500e Icon+	€ 24.900	Dicembre 2021	4.900 km	Elettrico - Euro 0	Automatico
FIAT 500e Icon+	€ 24.900	Dicembre 2021	4.900 km	Elettrico - Euro 0	Automatico
FIAT 500 Passion Berlina Magic Eyes - Park Pack - Km 0	€ 24.900	Ottobre 2021	50 km	Elettrico - Euro 0	Automatico
FIAT 500e Icon Berlina Km0 - Sensori/LaneAssist	€ 24.900	Ottobre 2021	0 km	Elettrico - Euro 0	Automatico
Fiat 500e Icon	€ 24.999	Ottobre 2021	14 km	Elettrico - Euro 0	Automatico
FIAT 500 ICON Elettrica	€ 25.200	Ottobre 2020	1.000 km	Ibrido - Euro 0	Automatico
FIAT 500 ICON Elettrica	€ 25.200	Dicembre 2020	1.000 km	Ibrido - Euro 0	Automatico
Fiat 500e ICON	€ 25.250	Febbraio 2021	9.800 km	Elettrico - Euro 0	Manuale
FIAT 500 Icon Berlina	€ 25.400	Novembre 2020	611 km	Elettrico - Euro 0	Automatico
Fiat 500e 500e Icon FULL OPTIONALS !	€ 25.770	Febbraio 2021	6.500 km	Altro - Euro 0	Automatico
FIAT 500 e Passion 3+1 - ADATTA PER NEOPATENTATI -	€ 25.800	Settembre 2021	50 km	Elettrico - Euro 0	Automatico
FIAT 500e Passion 3+1 - ADATTA PER NEOPATENTATI -	€ 25.800	Settembre 2021	50 km	Elettrico - Euro 0	Automatico
FIAT 500e Nuova 500 Icon Berlina	€ 26.350	Agosto 2021	999.999 km	Benzina - Euro 0	Manuale
FIAT 500e Nuova 500 Icon Berlina	€ 26.500	Agosto 2021	999.999 km	Benzina - Euro 0	Manuale
FIAT 500C 1.0 Hybrid Sport Pronta Consegna!!	€ 18.900	Ottobre 2021	5 km	Ibrido - Euro 6	Manuale
FIAT 500e action del 2021	€ 18.900	Novembre 2021	10 km	Elettrico - Euro 0	Automatico
Fiat 500 1.0 Hybrid Dolcevita	€ 18.950	Ottobre 2021	30 km	Ibrido - Euro 6	Manuale
FIAT 500 X 1.3 MultiJet 95cv CITY CROSS	€ 19.200	Gennaio 2020	51.152 km	Diesel - Euro 0	Manuale
FIAT 500e ACTION	€ 19.290	Marzo 2021	1.000 km	Elettrico - Euro 0	Automatico
FIAT 500C 1.0 Hybrid Sport GPL	€ 19.900	Ottobre 2021	5 km	GPL - Euro 6	Manuale
FIAT 500 1.0 Hybrid Sport del 2021	€ 19.900	Maggio 2021	2.575 km	Ibrido - Euro 0	Manuale
FIAT 500e Action	€ 20.070	Marzo 2021	2.900 km	Elettrico - Euro 0	Automatico
FIAT 500e Action	€ 20.070	Marzo 2021	2.900 km	Elettrico - Euro 0	Automatico
FIAT 500e Action	€ 20.070	Marzo 2021	2.900 km	Elettrico - Euro 0	Automatico
FIAT 500e Red Berlina	€ 20.980	Novembre 2021	1 km	Elettrico - Euro 0	Automatico
FIAT 500e Action	€ 21.500	Giugno 2021	10.300 km	Elettrico - Euro 0	Automatico
FIAT 500e Action	€ 21.500	Giugno 2021	10.300 km	Elettrico - Euro 0	Automatico
FIAT 500e Action	€ 21.500	Giugno 2021	10.300 km	Elettrico - Euro 0	Automatico
FIAT - 500 - ABARTH - CABRIO	€ 21.500	Febbraio 2016	43.000 km	Benzina - Euro 6	Automatico
FIAT 500e action del 2021	€ 21.900	Dicembre 2021	10 km	Elettrico - Euro 0	Automatico
Fiat 500 C 1.0 Hybrid Dolcevita	€ 22.200	Novembre 2021	10 km	Ibrido - Euro 6	Manuale
FIAT 500 X 1.3 M.JET 95CV CONNECT	€ 22.700	Marzo 2021	37.095 km	Diesel - Euro 0	Manuale
Fiat 500 X 1.0 T3 Cult 120cv	€ 22.800	Settembre 2021	0 km	Benzina - Euro 6	Manuale
FIAT 500e passion del 2021	€ 22.900	Novembre 2021	5 km	Elettrico - Euro 0	Automatico
FIAT 500 1.0 Hybrid 70CV Dolcevita#TETTO APRIBILE #NEOPAT.	€ 17.900	Ottobre 2021	10 km	Benzina - Euro 6	Manuale
Fiat 500C 1.0 hybrid Dolcevita 70cv	€ 17.900	Settembre 2021	10 km	Ibrido - Euro 0	Manuale
Fiat 500 C 500C 1.2 120 69cv dualogic my20	€ 18.200	Luglio 2020	9.800 km	Benzina - Euro 6	Manuale
FIAT 500C 1.0 Hybrid Hey Google	€ 18.290	Novembre 2021	10 km	Ibrido - Euro 6	Manuale
FIAT 500C 1.0 Hybrid Star - CONSEGNA A CASA	€ 18.499	Dicembre 2020	247 km	Ibrido - Euro 6	Manuale
FIAT 500C 1.0 Hybrid Star - CONSEGNA A CASA	€ 18.499	Dicembre 2020	247 km	Ibrido - Euro 6	Manuale
FIAT 500C 1.0 Hybrid Star - CONSEGNA A CASA	€ 18.499	Dicembre 2020	247 km	Ibrido - Euro 6	Manuale
FIAT 500C 1.0 Hybrid Star - CONSEGNA A CASA	€ 18.499	Dicembre 2020	247 km	Ibrido - Euro 6	Manuale
FIAT 500C 1.0 Hybrid Star - CONSEGNA A CASA	€ 18.499	Dicembre 2020	247 km	Ibrido - Euro 6	Manuale
FIAT 500C 1.0 Hybrid Star - CONSEGNA A CASA	€ 18.499	Dicembre 2020	247 km	Ibrido - Euro 6	Manuale
FIAT 500C 1.0 Hybrid Star - CONSEGNA A CASA	€ 18.499	Dicembre 2020	247 km	Ibrido - Euro 6	Manuale
FIAT 500C 1.0 Hybrid Star - CONSEGNA A CASA	€ 18.499	Dicembre 2020	247 km	Ibrido - Euro 6	Manuale
FIAT 500C 1.0 Hybrid Star - CONSEGNA A CASA	€ 18.499	Dicembre 2020	247 km	Ibrido - Euro 6	Manuale
FIAT 500C 1.0 Hybrid Star - CONSEGNA A CASA	€ 18.499	Dicembre 2020	247 km	Ibrido - Euro 6	Manuale
FIAT 500C 1.0 Hybrid Star - CONSEGNA A CASA	€ 18.499	Dicembre 2020	247 km	Ibrido - Euro 6	Manuale
FIAT 500C 1.0 Hybrid Star - CONSEGNA A CASA	€ 18.499	Dicembre 2020	247 km	Ibrido - Euro 6	Manuale
